DATE,MONTH,FY,MC,MACHINE_NO,FACTORY,HOUR,CYCLE,JOB,COST,COST_CONTRIBUTION
31-Aug-24,AUG,FY_24_without Dura,TS,TS1,CXBU-SP,744,NA,1,149323.68,148276.32
31-Aug-24,AUG,FY_24_without Dura,TS,TS4,CXBU-ED,684,NA,3,138030.48,682769.52
31-Aug-24,AUG,FY_24_without Dura,TS,TS4,CXBU-ED,264,NA,1,53218.08,52381.92
31-Aug-24,AUG,FY_24_without Dura,TS,TS4,CXBU-ED,120,NA,1,24386.4,23613.6
31-Aug-24,AUG,FY_24_without Dura,TH,TH1,CXBU-SP,48,NA,1,3493.44,6490.56
31-Aug-24,AUG,FY_24_without Dura,TH,TH1,CXBU-ED,8,NA,1,882.24,781.76
31-Aug-24,AUG,FY_24_without Dura,TH,TH1,CXBU-ED,18,NA,1,1535.04,2208.96
31-Aug-24,AUG,FY_24_without Dura,TH,TH2,CXBU-ED,30,NA,1,2318.4,3921.6
31-Aug-24,AUG,FY_24_without Dura,TH,TH2,CXBU-ED,336,NA,1,22294.08,47593.92
31-Aug-24,AUG,FY_24_without Dura,TH,TH2,CXBU-ED,94,NA,1,6496.32,13055.68
31-Aug-24,AUG,FY_24_without Dura,TH,TH4,CXBU-SP,744,NA,1,48928.32,105823.68
31-Aug-24,AUG,FY_24_without Dura,TH,TH5,CXBU-ED,162,NA,1,10935.36,22760.64
31-Aug-24,AUG,FY_24_without Dura,TH,TH5,CXBU-ED,216,NA,1,14460.48,30467.52
31-Aug-24,AUG,FY_24_without Dura,TH,TH5,ISBD,97,NA,1,6692.16,13483.84
31-Aug-24,AUG,FY_24_without Dura,TE,TE1,CXBU-ED,42,NA,1,1656.12,7079.88
31-Aug-24,AUG,FY_24_without Dura,TE,TE1,CXBU-ED,66,NA,1,2396.76,11331.24
31-Aug-24,AUG,FY_24_without Dura,TE,TE1,CXBU-ED,138,NA,1,4618.68,24085.32
31-Aug-24,AUG,FY_24_without Dura,TE,TE2,PURCHASE,214,NA,1,6964.04,37547.96
31-Aug-24,AUG,FY_24_without Dura,TE,TE3,PURCHASE,312,NA,1,9988.32,54907.68
31-Aug-24,AUG,FY_24_without Dura,TE,TE4,ISBD,42,NA,1,1656.12,7079.88
31-Aug-24,AUG,FY_24_without Dura,TE,TE4,CXBU-ED,106,NA,1,3631.16,18416.84
31-Aug-24,AUG,FY_24_without Dura,TE,TE4,CXBU-ED,90,NA,1,3137.4,15582.6
31-Aug-24,AUG,FY_24_without Dura,VI,VI,CXBU-SP,205,NA,1,62537.75,435562.25
31-Aug-24,AUG,FY_24_without Dura,VI,VI,ISBD,48,NA,1,15194.4,144325.6
31-Aug-24,AUG,FY_24_without Dura,CMM,CMM,CXBU-SP,12,NA,1,4747.56,21652.44
30-Sep-24,SEP,FY_24,TS,TS1,CXBU-SP,720,NA,1,144518.4,143481.6
30-Sep-24,SEP,FY_24,TS,TS4,CXBU-ED,720,NA,3,145238.4,718761.6
30-Sep-24,SEP,FY_24,TH,TH1,CXBU-SP,13,NA,1,1208.64,1495.36
30-Sep-24,SEP,FY_24,TH,TH2,CXBU-ED,343,NA,1,22751.04,48592.96
30-Sep-24,SEP,FY_24,TH,TH4,CXBU-SP,480,NA,1,31694.4,68145.6
30-Sep-24,SEP,FY_24,TH,TH5,CXBU-ED,453,NA,1,29931.84,64292.16
30-Sep-24,SEP,FY_24,TE,TE1,PURCHASE,203,NA,1,6624.58,35599.42
30-Sep-24,SEP,FY_24,TE,TE2,PURCHASE,222,NA,1,7210.92,38965.08
30-Sep-24,SEP,FY_24,TE,TE3,CXBU-ED,295,NA,1,9463.7,51896.3
30-Sep-24,SEP,FY_24,TE,TE4,CXBU-ED,296,NA,1,9494.56,52073.44
30-Sep-24,SEP,FY_24,VI,VI,CXBU-SP,2,NA,1,1323.1,13476.9
30-Sep-24,SEP,FY_24,VI,VI,CXBU-SP,3,NA,1,1624.65,18575.35
30-Sep-24,SEP,FY_24,VI,VI,CXBU-SP,3,NA,1,1624.65,18575.35
30-Sep-24,SEP,FY_24,VI,VI,CXBU-SP,3,NA,1,1624.65,18575.35
30-Sep-24,SEP,FY_24,VI,VI,CXBU-SP,3,NA,1,1624.65,18575.35
30-Sep-24,SEP,FY_24,VI,VI,CXBU-ED,3,NA,1,1624.65,18575.35
30-Sep-24,SEP,FY_24,VI,VI,CXBU-ED,3,NA,1,1624.65,18575.35
30-Sep-24,SEP,FY_24,VI,VI,CXBU-ED,3,NA,1,1624.65,18575.35
30-Sep-24,SEP,FY_24,VI,VI,CXBU-ED,3,NA,1,1624.65,18575.35
30-Sep-24,SEP,FY_24,VI,VI,CXBU-ED,2,NA,1,1323.1,13476.9
30-Sep-24,SEP,FY_24,CMM,CMM,CXBU-SP,5,NA,1,1978.15,9021.85
30-Sep-24,SEP,FY_24,TENSILE,TENSILE,CXBU-SP,3,NA,1,1282.14,1717.86
30-Sep-24,SEP,FY_24,TENSILE,TENSILE,CXBU-SP,8,NA,1,3419.04,4580.96
30-Sep-24,SEP,FY_24,TENSILE,TENSILE,CXBU-SP,7,NA,1,2991.66,4008.34
30-Sep-24,SEP,FY_24,DURA,DURA_TURN,CXBU-ED,25,30000,1,1380,43620
30-Sep-24,SEP,FY_24,DURA,DURA_DIM,CXBU-ED,25,30000,1,1380,43620
30-Sep-24,SEP,FY_24,DURA,DURA_LIGHT,CXBU-ED,21,25000,1,1210,36290
30-Sep-24,SEP,FY_24,DURA,DURA_DIM,CXBU-ED,17,20000,1,1040,28960
30-Sep-24,SEP,FY_24,DURA,DURA_LIGHT,CXBU-ED,33,40000,1,1720,58280
30-Sep-24,SEP,FY_24,DURA,DURA_LIGHT,CXBU-ED,167,200000,1,7160,292840
30-Sep-24,SEP,FY_24_without Dura,TS,TS1,CXBU-SP,720,NA,1,144518.4,143481.6
30-Sep-24,SEP,FY_24_without Dura,TS,TS4,CXBU-ED,720,NA,3,145238.4,718761.6
30-Sep-24,SEP,FY_24_without Dura,TH,TH1,CXBU-SP,13,NA,1,1208.64,1495.36
30-Sep-24,SEP,FY_24_without Dura,TH,TH2,CXBU-ED,343,NA,1,22751.04,48592.96
30-Sep-24,SEP,FY_24_without Dura,TH,TH4,CXBU-SP,480,NA,1,31694.4,68145.6
30-Sep-24,SEP,FY_24_without Dura,TH,TH5,CXBU-ED,453,NA,1,29931.84,64292.16
30-Sep-24,SEP,FY_24_without Dura,TE,TE1,PURCHASE,203,NA,1,6624.58,35599.42
30-Sep-24,SEP,FY_24_without Dura,TE,TE2,PURCHASE,222,NA,1,7210.92,38965.08
30-Sep-24,SEP,FY_24_without Dura,TE,TE3,CXBU-ED,295,NA,1,9463.7,51896.3
30-Sep-24,SEP,FY_24_without Dura,TE,TE4,CXBU-ED,296,NA,1,9494.56,52073.44
30-Sep-24,SEP,FY_24_without Dura,VI,VI,CXBU-SP,2,NA,1,1323.1,13476.9
30-Sep-24,SEP,FY_24_without Dura,VI,VI,CXBU-SP,3,NA,1,1624.65,18575.35
30-Sep-24,SEP,FY_24_without Dura,VI,VI,CXBU-SP,3,NA,1,1624.65,18575.35
30-Sep-24,SEP,FY_24_without Dura,VI,VI,CXBU-SP,3,NA,1,1624.65,18575.35
30-Sep-24,SEP,FY_24_without Dura,VI,VI,CXBU-SP,3,NA,1,1624.65,18575.35
30-Sep-24,SEP,FY_24_without Dura,VI,VI,CXBU-ED,3,NA,1,1624.65,18575.35
30-Sep-24,SEP,FY_24_without Dura,VI,VI,CXBU-ED,3,NA,1,1624.65,18575.35
30-Sep-24,SEP,FY_24_without Dura,VI,VI,CXBU-ED,3,NA,1,1624.65,18575.35
30-Sep-24,SEP,FY_24_without Dura,VI,VI,CXBU-ED,3,NA,1,1624.65,18575.35
30-Sep-24,SEP,FY_24_without Dura,VI,VI,CXBU-ED,2,NA,1,1323.1,13476.9
30-Sep-24,SEP,FY_24_without Dura,CMM,CMM,CXBU-SP,5,NA,1,1978.15,9021.85
30-Sep-24,SEP,FY_24_without Dura,TENSILE,TENSILE,CXBU-SP,3,NA,1,1282.14,1717.86
30-Sep-24,SEP,FY_24_without Dura,TENSILE,TENSILE,CXBU-SP,8,NA,1,3419.04,4580.96
30-Sep-24,SEP,FY_24_without Dura,TENSILE,TENSILE,CXBU-SP,7,NA,1,2991.66,4008.34
31-Oct-24,OCT,FY_24,TS,TS1,CXBU-SP,648,NA,1,130102.56,129097.44
31-Oct-24,OCT,FY_24,TS,TS4,CXBU-ED,744,NA,3,150043.68,742756.32
31-Oct-24,OCT,FY_24,TS,TS4,CXBU-SP,48,NA,1,9970.56,9229.44
31-Oct-24,OCT,FY_24,TH,TH1,CXBU-SP,306,NA,1,20335.68,43312.32
31-Oct-24,OCT,FY_24,TH,TH1,CXBU-ED,76,NA,1,5321.28,10486.72
31-Oct-24,OCT,FY_24,TH,TH1,CXBU-ED,42,NA,1,3101.76,5634.24
31-Oct-24,OCT,FY_24,TH,TH2,CXBU-SP,28,NA,1,2187.84,3636.16
31-Oct-24,OCT,FY_24,TH,TH2,ISBD,66,NA,1,4668.48,9059.52
31-Oct-24,OCT,FY_24,TH,TH2,CXBU-SP,210,NA,1,14068.8,29611.2
31-Oct-24,OCT,FY_24,TH,TH4,CXBU-ED,42,NA,1,3101.76,5634.24
31-Oct-24,OCT,FY_24,TH,TH5,CXBU-ED,42,NA,1,3101.76,5634.24
31-Oct-24,OCT,FY_24,TH,TH5,CXBU-ED,186,NA,1,12502.08,26185.92
31-Oct-24,OCT,FY_24,TE,TE1,CXBU-ED,203,NA,1,6624.58,35599.42
31-Oct-24,OCT,FY_24,TE,TE1,CXBU-ED,90,NA,1,3137.4,15582.6
31-Oct-24,OCT,FY_24,TE,TE1,CXBU-SP,42,NA,1,1656.12,7079.88
31-Oct-24,OCT,FY_24,TE,TE2,PURCHASE,190,NA,1,6223.4,33296.6
31-Oct-24,OCT,FY_24,TE,TE3,PURCHASE,294,NA,1,9432.84,51719.16
31-Oct-24,OCT,FY_24,CMM,CMM,CXBU-SP,9,NA,1,3560.67,16239.33
31-Oct-24,OCT,FY_24,DURA,DURA_TURN,CXBU-ED,83,100000,1,3760,146240
31-Oct-24,OCT,FY_24,DURA,DURA_DIM,CXBU-ED,83,100000,1,3760,146240
31-Oct-24,OCT,FY_24,DURA,DURA_LIGHT,CXBU-ED,42,50000,1,2060,72940
31-Oct-24,OCT,FY_24,DURA,DURA_TURN,CXBU-ED,167,200000,1,7160,292840
31-Oct-24,OCT,FY_24,DURA,DURA_TURN,CXBU-ED,25,30000,1,1380,43620
31-Oct-24,OCT,FY_24,DURA,DURA_DIM,CXBU-ED,25,30000,1,1380,43620
31-Oct-24,OCT,FY_24,DURA,DURA_LIGHT,CXBU-ED,21,25000,1,1210,36290
31-Oct-24,OCT,FY_24,DURA,DURA_TURN,CXBU-ED,167,200000,1,7160,292840
31-Oct-24,OCT,FY_24,DURA,DURA_DIM,CXBU-ED,83,100000,1,3760,146240
31-Oct-24,OCT,FY_24,DURA,DURA_LIGHT,CXBU-ED,83,100000,1,3760,146240
31-Oct-24,OCT,FY_24,DURA,DURA_TURN,CXBU-ED,42,50000,1,2060,72940
31-Oct-24,OCT,FY_24,DURA,DURA_DIM,CXBU-ED,63,75000,1,2910,109590
31-Oct-24,OCT,FY_24,DURA,DURA_LIGHT,CXBU-ED,21,25000,1,1210,36290
31-Oct-24,OCT,FY_24,VI,VI,CXBU-SP,2,NA,1,1323.1,13476.9
31-Oct-24,OCT,FY_24,VI,VI,CXBU-ED,2,NA,1,1323.1,13476.9
31-Oct-24,OCT,FY_24,VI,VI,CXBU-ED,4,NA,1,1926.2,23673.8
31-Oct-24,OCT,FY_24,VI,VI,CXBU-SP,2,NA,1,1323.1,13476.9
31-Oct-24,OCT,FY_24,VI,VI,CXBU-SP,2,NA,1,1323.1,13476.9
31-Oct-24,OCT,FY_24,VI,VI,CXBU-SP,2,NA,1,1323.1,13476.9
31-Oct-24,OCT,FY_24,VI,VI,CXBU-SP,2,NA,1,1323.1,13476.9
31-Oct-24,OCT,FY_24,VI,VI,CXBU-SP,12,NA,1,4338.6,38541.4
31-Oct-24,OCT,FY_24,VI,VI,CXBU-SP,12,NA,1,4338.6,38541.4
31-Oct-24,OCT,FY_24,VI,VI,CXBU-SP,12,NA,1,4338.6,38541.4
31-Oct-24,OCT,FY_24_without Dura,TS,TS1,CXBU-SP,648,NA,1,130102.56,129097.44
31-Oct-24,OCT,FY_24_without Dura,TS,TS4,CXBU-ED,744,NA,3,150043.68,742756.32
31-Oct-24,OCT,FY_24_without Dura,TS,TS4,CXBU-SP,48,NA,1,9970.56,9229.44
31-Oct-24,OCT,FY_24_without Dura,TH,TH1,CXBU-SP,306,NA,1,20335.68,43312.32
31-Oct-24,OCT,FY_24_without Dura,TH,TH1,CXBU-ED,76,NA,1,5321.28,10486.72
31-Oct-24,OCT,FY_24_without Dura,TH,TH1,CXBU-ED,42,NA,1,3101.76,5634.24
31-Oct-24,OCT,FY_24_without Dura,TH,TH2,CXBU-SP,28,NA,1,2187.84,3636.16
31-Oct-24,OCT,FY_24_without Dura,TH,TH2,ISBD,66,NA,1,4668.48,9059.52
31-Oct-24,OCT,FY_24_without Dura,TH,TH2,CXBU-SP,210,NA,1,14068.8,29611.2
31-Oct-24,OCT,FY_24_without Dura,TH,TH4,CXBU-ED,42,NA,1,3101.76,5634.24
31-Oct-24,OCT,FY_24_without Dura,TH,TH5,CXBU-ED,42,NA,1,3101.76,5634.24
31-Oct-24,OCT,FY_24_without Dura,TH,TH5,CXBU-ED,186,NA,1,12502.08,26185.92
31-Oct-24,OCT,FY_24_without Dura,TE,TE1,CXBU-ED,203,NA,1,6624.58,35599.42
31-Oct-24,OCT,FY_24_without Dura,TE,TE1,CXBU-ED,90,NA,1,3137.4,15582.6
31-Oct-24,OCT,FY_24_without Dura,TE,TE1,CXBU-SP,42,NA,1,1656.12,7079.88
31-Oct-24,OCT,FY_24_without Dura,TE,TE2,PURCHASE,190,NA,1,6223.4,33296.6
31-Oct-24,OCT,FY_24_without Dura,TE,TE3,PURCHASE,294,NA,1,9432.84,51719.16
31-Oct-24,OCT,FY_24_without Dura,CMM,CMM,CXBU-SP,9,NA,1,3560.67,16239.33
31-Oct-24,OCT,FY_24_without Dura,VI,VI,CXBU-SP,2,NA,1,1323.1,13476.9
31-Oct-24,OCT,FY_24_without Dura,VI,VI,CXBU-ED,2,NA,1,1323.1,13476.9
31-Oct-24,OCT,FY_24_without Dura,VI,VI,CXBU-ED,4,NA,1,1926.2,23673.8
31-Oct-24,OCT,FY_24_without Dura,VI,VI,CXBU-SP,2,NA,1,1323.1,13476.9
31-Oct-24,OCT,FY_24_without Dura,VI,VI,CXBU-SP,2,NA,1,1323.1,13476.9
31-Oct-24,OCT,FY_24_without Dura,VI,VI,CXBU-SP,2,NA,1,1323.1,13476.9
31-Oct-24,OCT,FY_24_without Dura,VI,VI,CXBU-SP,2,NA,1,1323.1,13476.9
31-Oct-24,OCT,FY_24_without Dura,VI,VI,CXBU-SP,12,NA,1,4338.6,38541.4
31-Oct-24,OCT,FY_24_without Dura,VI,VI,CXBU-SP,12,NA,1,4338.6,38541.4
31-Oct-24,OCT,FY_24_without Dura,VI,VI,CXBU-SP,12,NA,1,4338.6,38541.4
30-Nov-24,NOV,FY_24,TS,TS4,CXBU-ED,682,NA,4,137990.04,953209.96
30-Nov-24,NOV,FY_24,TS,TS4,CXBU-SP,682,NA,1,136910.04,135889.96
30-Nov-24,NOV,FY_24,TH,TH1,CXBU-ED,658,NA,1,43314.24,93549.76
30-Nov-24,NOV,FY_24,TH,TH2,CXBU-SP,90,NA,1,6235.2,12484.8
30-Nov-24,NOV,FY_24,TH,TH2,CXBU-ED,96,NA,1,6626.88,13341.12
30-Nov-24,NOV,FY_24,TH,TH2,CXBU-ED,24,NA,1,1926.72,3065.28
30-Nov-24,NOV,FY_24,TH,TH2,ISBD,56,NA,1,4015.68,7632.32
30-Nov-24,NOV,FY_24,TH,TH2,CXBU-SP,22,NA,1,1796.16,2779.84
30-Nov-24,NOV,FY_24,TH,TH2,CXBU-SP,42,NA,1,3101.76,5634.24
30-Nov-24,NOV,FY_24,TH,TH4,CXBU-ED,24,NA,1,1926.72,3065.28
30-Nov-24,NOV,FY_24,TH,TH4,CXBU-SP,72,NA,1,5060.16,9915.84
30-Nov-24,NOV,FY_24,TH,TH4,CXBU-SP,302,NA,1,20074.56,42741.44
30-Nov-24,NOV,FY_24,TH,TH4,ISBD,114,NA,1,7801.92,15910.08
30-Nov-24,NOV,FY_24,TH,TH5,CXBU-ED,48,NA,1,3493.44,6490.56
30-Nov-24,NOV,FY_24,TH,TH5,CXBU-ED,192,NA,1,12893.76,27042.24
30-Nov-24,NOV,FY_24,TH,TH5,CXBU-SP,226,NA,1,15113.28,31894.72
30-Nov-24,NOV,FY_24,TE,TE1,CXBU-ED,512,NA,1,16160.32,90335.68
30-Nov-24,NOV,FY_24,TE,TE2,PURCHASE,210,NA,1,6840.6,36839.4
30-Nov-24,NOV,FY_24,TE,TE3,PURCHASE,320,NA,1,10235.2,56324.8
30-Nov-24,NOV,FY_24,TE,TE4,CXBU-ED,360,NA,1,11469.6,63410.4
30-Nov-24,NOV,FY_24,VI,VI,CXBU-ED,2,NA,1,1323.1,13476.9
30-Nov-24,NOV,FY_24,VI,VI,CXBU-SP,8,NA,1,3132.4,44067.6
30-Nov-24,NOV,FY_24,VI,VI,CXBU-SP,8,NA,1,3132.4,44067.6
30-Nov-24,NOV,FY_24,VI,VI,CXBU-ED,2,NA,1,1323.1,13476.9
30-Nov-24,NOV,FY_24,VI,VI,CXBU-SP,8,NA,1,3132.4,44067.6
30-Nov-24,NOV,FY_24,VI,VI,CXBU-SP,3,NA,1,1624.65,18575.35
30-Nov-24,NOV,FY_24,VI,VI,CXBU-SP,6,NA,1,2529.3,33870.7
30-Nov-24,NOV,FY_24,VI,VI,CXBU-SP,6,NA,1,2529.3,33870.7
30-Nov-24,NOV,FY_24,VI,VI,CXBU-SP,12,NA,1,4338.6,38541.4
30-Nov-24,NOV,FY_24,VI,VI,CXBU-SP,12,NA,1,4338.6,38541.4
30-Nov-24,NOV,FY_24,VI,VI,CXBU-SP,12,NA,1,4338.6,38541.4
30-Nov-24,NOV,FY_24,VI,VI,CXBU-SP,5,NA,1,2227.75,28772.25
30-Nov-24,NOV,FY_24,CMM,CMM,CXBU-SP,1,NA,1,395.63,1804.37
30-Nov-24,NOV,FY_24,CMM,CMM,CXBU-SP,6,NA,1,2373.78,10826.22
30-Nov-24,NOV,FY_24,CMM,CMM,CXBU-SP,5,NA,1,1978.15,9021.85
30-Nov-24,NOV,FY_24,CMM,CMM,CXBU-SP,2,NA,1,791.26,3608.74
30-Nov-24,NOV,FY_24,CMM,CMM,CXBU-SP,3,NA,1,1186.89,5413.11
30-Nov-24,NOV,FY_24,CMM,CMM,CXBU-SP,1,NA,1,395.63,1804.37
30-Nov-24,NOV,FY_24,CMM,CMM,CXBU-SP,4,NA,1,1582.52,7217.48
30-Nov-24,NOV,FY_24,CMM,CMM,CXBU-SP,1,NA,1,395.63,1804.37
30-Nov-24,NOV,FY_24,TENSILE,TENSILE,CXBU-SP,1,NA,1,427.38,572.62
30-Nov-24,NOV,FY_24,TENSILE,TENSILE,CXBU-SP,2,NA,1,854.76,1145.24
30-Nov-24,NOV,FY_24,TENSILE,TENSILE,CXBU-SP,2,NA,1,854.76,1145.24
30-Nov-24,NOV,FY_24,TENSILE,TENSILE,CXBU-SP,2,NA,1,854.76,1145.24
30-Nov-24,NOV,FY_24,DURA,DURA_TURN,CXBU-ED,167,200000,1,7160,292840
30-Nov-24,NOV,FY_24,DURA,DURA_DIM,CXBU-ED,83,100000,1,3760,146240
30-Nov-24,NOV,FY_24,DURA,DURA_TURN,CXBU-ED,167,200000,1,7160,292840
30-Nov-24,NOV,FY_24,DURA,DURA_DIM,CXBU-ED,83,100000,1,3760,146240
30-Nov-24,NOV,FY_24_without Dura,TS,TS4,CXBU-ED,682,NA,4,137990.04,953209.96
30-Nov-24,NOV,FY_24_without Dura,TS,TS4,CXBU-SP,682,NA,1,136910.04,135889.96
30-Nov-24,NOV,FY_24_without Dura,TH,TH1,CXBU-ED,658,NA,1,43314.24,93549.76
30-Nov-24,NOV,FY_24_without Dura,TH,TH2,CXBU-SP,90,NA,1,6235.2,12484.8
30-Nov-24,NOV,FY_24_without Dura,TH,TH2,CXBU-ED,96,NA,1,6626.88,13341.12
30-Nov-24,NOV,FY_24_without Dura,TH,TH2,CXBU-ED,24,NA,1,1926.72,3065.28
30-Nov-24,NOV,FY_24_without Dura,TH,TH2,ISBD,56,NA,1,4015.68,7632.32
30-Nov-24,NOV,FY_24_without Dura,TH,TH2,CXBU-SP,22,NA,1,1796.16,2779.84
30-Nov-24,NOV,FY_24_without Dura,TH,TH2,CXBU-SP,42,NA,1,3101.76,5634.24
30-Nov-24,NOV,FY_24_without Dura,TH,TH4,CXBU-ED,24,NA,1,1926.72,3065.28
30-Nov-24,NOV,FY_24_without Dura,TH,TH4,CXBU-SP,72,NA,1,5060.16,9915.84
30-Nov-24,NOV,FY_24_without Dura,TH,TH4,CXBU-SP,302,NA,1,20074.56,42741.44
30-Nov-24,NOV,FY_24_without Dura,TH,TH4,ISBD,114,NA,1,7801.92,15910.08
30-Nov-24,NOV,FY_24_without Dura,TH,TH5,CXBU-ED,48,NA,1,3493.44,6490.56
30-Nov-24,NOV,FY_24_without Dura,TH,TH5,CXBU-ED,192,NA,1,12893.76,27042.24
30-Nov-24,NOV,FY_24_without Dura,TH,TH5,CXBU-SP,226,NA,1,15113.28,31894.72
30-Nov-24,NOV,FY_24_without Dura,TE,TE1,CXBU-ED,512,NA,1,16160.32,90335.68
30-Nov-24,NOV,FY_24_without Dura,TE,TE2,PURCHASE,210,NA,1,6840.6,36839.4
30-Nov-24,NOV,FY_24_without Dura,TE,TE3,PURCHASE,320,NA,1,10235.2,56324.8
30-Nov-24,NOV,FY_24_without Dura,TE,TE4,CXBU-ED,360,NA,1,11469.6,63410.4
30-Nov-24,NOV,FY_24_without Dura,VI,VI,CXBU-ED,2,NA,1,1323.1,13476.9
30-Nov-24,NOV,FY_24_without Dura,VI,VI,CXBU-SP,8,NA,1,3132.4,44067.6
30-Nov-24,NOV,FY_24_without Dura,VI,VI,CXBU-SP,8,NA,1,3132.4,44067.6
30-Nov-24,NOV,FY_24_without Dura,VI,VI,CXBU-ED,2,NA,1,1323.1,13476.9
30-Nov-24,NOV,FY_24_without Dura,VI,VI,CXBU-SP,8,NA,1,3132.4,44067.6
30-Nov-24,NOV,FY_24_without Dura,VI,VI,CXBU-SP,3,NA,1,1624.65,18575.35
30-Nov-24,NOV,FY_24_without Dura,VI,VI,CXBU-SP,6,NA,1,2529.3,33870.7
30-Nov-24,NOV,FY_24_without Dura,VI,VI,CXBU-SP,6,NA,1,2529.3,33870.7
30-Nov-24,NOV,FY_24_without Dura,VI,VI,CXBU-SP,12,NA,1,4338.6,38541.4
30-Nov-24,NOV,FY_24_without Dura,VI,VI,CXBU-SP,12,NA,1,4338.6,38541.4
30-Nov-24,NOV,FY_24_without Dura,VI,VI,CXBU-SP,12,NA,1,4338.6,38541.4
30-Nov-24,NOV,FY_24_without Dura,VI,VI,CXBU-SP,5,NA,1,2227.75,28772.25
30-Nov-24,NOV,FY_24_without Dura,CMM,CMM,CXBU-SP,1,NA,1,395.63,1804.37
30-Nov-24,NOV,FY_24_without Dura,CMM,CMM,CXBU-SP,6,NA,1,2373.78,10826.22
30-Nov-24,NOV,FY_24_without Dura,CMM,CMM,CXBU-SP,5,NA,1,1978.15,9021.85
30-Nov-24,NOV,FY_24_without Dura,CMM,CMM,CXBU-SP,2,NA,1,791.26,3608.74
30-Nov-24,NOV,FY_24_without Dura,CMM,CMM,CXBU-SP,3,NA,1,1186.89,5413.11
30-Nov-24,NOV,FY_24_without Dura,CMM,CMM,CXBU-SP,1,NA,1,395.63,1804.37
30-Nov-24,NOV,FY_24_without Dura,CMM,CMM,CXBU-SP,4,NA,1,1582.52,7217.48
30-Nov-24,NOV,FY_24_without Dura,CMM,CMM,CXBU-SP,1,NA,1,395.63,1804.37
30-Nov-24,NOV,FY_24_without Dura,TENSILE,TENSILE,CXBU-SP,1,NA,1,427.38,572.62
30-Nov-24,NOV,FY_24_without Dura,TENSILE,TENSILE,CXBU-SP,2,NA,1,854.76,1145.24
30-Nov-24,NOV,FY_24_without Dura,TENSILE,TENSILE,CXBU-SP,2,NA,1,854.76,1145.24
30-Nov-24,NOV,FY_24_without Dura,TENSILE,TENSILE,CXBU-SP,2,NA,1,854.76,1145.24
31-Dec-24,DEC,FY_24,TS,TS4,CXBU-ED,218,NA,4,45087.96,303712.04
31-Dec-24,DEC,FY_24,TS,TS4,CXBU-SP,218,NA,1,44007.96,43192.04
31-Dec-24,DEC,FY_24,TS,TS4,CXBU-ED,258,NA,6,53816.76,565383.24
31-Dec-24,DEC,FY_24,TS,TS4,CXBU-SP,258,NA,1,52016.76,51183.24
31-Dec-24,DEC,FY_24,TH,TH1,CXBU-ED,222,NA,1,14852.16,31323.84
31-Dec-24,DEC,FY_24,TH,TH2,CXBU-ED,92,NA,1,6365.76,12770.24
31-Dec-24,DEC,FY_24,TH,TH2,ISBD,96,NA,1,6626.88,13341.12
31-Dec-24,DEC,FY_24,TH,TH4,CXBU-SP,426,NA,1,28169.28,60438.72
31-Dec-24,DEC,FY_24,TH,TH5,CXBU-SP,316,NA,1,20988.48,44739.52
31-Dec-24,DEC,FY_24,TH,TH5,CXBU-SP,97,NA,1,6692.16,13483.84
31-Dec-24,DEC,FY_24,TE,TE1,CXBU-ED,278,NA,1,8939.08,48884.92
31-Dec-24,DEC,FY_24,TE,TE1,ISBD,66,NA,1,2396.76,11331.24
31-Dec-24,DEC,FY_24,TE,TE2,PURCHASE,170,NA,1,5606.2,29753.8
31-Dec-24,DEC,FY_24,TE,TE3,CXBU-SP,416,NA,1,13197.76,73330.24
31-Dec-24,DEC,FY_24,TE,TE4,CXBU-ED,252,NA,1,8136.72,44279.28
31-Dec-24,DEC,FY_24,VI,VI,CXBU-SP,2,NA,1,1323.1,13476.9
31-Dec-24,DEC,FY_24,VI,VI,CXBU-SP,2,NA,1,1323.1,13476.9
31-Dec-24,DEC,FY_24,VI,VI,CXBU-ED,4,NA,1,1926.2,23673.8
31-Dec-24,DEC,FY_24,VI,VI,CXBU-SP,2,NA,1,1323.1,13476.9
31-Dec-24,DEC,FY_24,VI,VI,PECTH,2,NA,1,1323.1,13476.9
31-Dec-24,DEC,FY_24,VI,VI,ISBD,84,NA,1,26050.2,250109.8
31-Dec-24,DEC,FY_24,VI,VI,CXBU-ED,1,NA,1,1021.55,8378.45
31-Dec-24,DEC,FY_24,VI,VI,CXBU-SP,2,NA,1,1323.1,13476.9
31-Dec-24,DEC,FY_24,VI,VI,CXBU-SP,4,NA,1,1926.2,23673.8
31-Dec-24,DEC,FY_24,VI,VI,CXBU-SP,6,NA,1,2529.3,33870.7
31-Dec-24,DEC,FY_24,VI,VI,CXBU-SP,88,NA,1,27256.4,261863.6
31-Dec-24,DEC,FY_24,TENSILE,TENSILE,CXBU-SP,3,NA,1,1282.14,1717.86
31-Dec-24,DEC,FY_24,CMM,CMM,CXBU-SP,13,NA,1,5143.19,23456.81
31-Dec-24,DEC,FY_24,DURA,DURA_TURN,CXBU-ED,42,50000,1,2060,72940
31-Dec-24,DEC,FY_24,DURA,DURA_DIM,CXBU-ED,42,50000,1,2060,72940
31-Dec-24,DEC,FY_24_without Dura,TS,TS4,CXBU-ED,218,NA,4,45087.96,303712.04
31-Dec-24,DEC,FY_24_without Dura,TS,TS4,CXBU-SP,218,NA,1,44007.96,43192.04
