DATE,MONTH,FY,MC,MACHINE_NO,FACTORY,HOUR,CYCLE,JOB,COST,COST_CONTRIBUTION
31-Dec-24,DEC,FY_24_without Dura,TS,TS4,CXBU-ED,258,NA,6,53816.76,565383.24
31-Dec-24,DEC,FY_24_without Dura,TS,TS4,CXBU-SP,258,NA,1,52016.76,51183.24
31-Dec-24,DEC,FY_24_without Dura,TH,TH1,CXBU-ED,222,NA,1,14852.16,31323.84
31-Dec-24,DEC,FY_24_without Dura,TH,TH2,CXBU-ED,92,NA,1,6365.76,12770.24
31-Dec-24,DEC,FY_24_without Dura,TH,TH2,ISBD,96,NA,1,6626.88,13341.12
31-Dec-24,DEC,FY_24_without Dura,TH,TH4,CXBU-SP,426,NA,1,28169.28,60438.72
31-Dec-24,DEC,FY_24_without Dura,TH,TH5,CXBU-SP,316,NA,1,20988.48,44739.52
31-Dec-24,DEC,FY_24_without Dura,TH,TH5,CXBU-SP,97,NA,1,6692.16,13483.84
31-Dec-24,DEC,FY_24_without Dura,TE,TE1,CXBU-ED,278,NA,1,8939.08,48884.92
31-Dec-24,DEC,FY_24_without Dura,TE,TE1,ISBD,66,NA,1,2396.76,11331.24
31-Dec-24,DEC,FY_24_without Dura,TE,TE2,PURCHASE,170,NA,1,5606.2,29753.8
31-Dec-24,DEC,FY_24_without Dura,TE,TE3,CXBU-SP,416,NA,1,13197.76,73330.24
31-Dec-24,DEC,FY_24_without Dura,TE,TE4,CXBU-ED,252,NA,1,8136.72,44279.28
31-Dec-24,DEC,FY_24_without Dura,VI,VI,CXBU-SP,2,NA,1,1323.1,13476.9
31-Dec-24,DEC,FY_24_without Dura,VI,VI,CXBU-SP,2,NA,1,1323.1,13476.9
31-Dec-24,DEC,FY_24_without Dura,VI,VI,CXBU-ED,4,NA,1,1926.2,23673.8
31-Dec-24,DEC,FY_24_without Dura,VI,VI,CXBU-SP,2,NA,1,1323.1,13476.9
31-Dec-24,DEC,FY_24_without Dura,VI,VI,PECTH,2,NA,1,1323.1,13476.9
31-Dec-24,DEC,FY_24_without Dura,VI,VI,ISBD,84,NA,1,26050.2,250109.8
31-Dec-24,DEC,FY_24_without Dura,VI,VI,CXBU-ED,1,NA,1,1021.55,8378.45
31-Dec-24,DEC,FY_24_without Dura,VI,VI,CXBU-SP,2,NA,1,1323.1,13476.9
31-Dec-24,DEC,FY_24_without Dura,VI,VI,CXBU-SP,4,NA,1,1926.2,23673.8
31-Dec-24,DEC,FY_24_without Dura,VI,VI,CXBU-SP,6,NA,1,2529.3,33870.7
31-Dec-24,DEC,FY_24_without Dura,VI,VI,CXBU-SP,88,NA,1,27256.4,261863.6
31-Dec-24,DEC,FY_24_without Dura,TENSILE,TENSILE,CXBU-SP,3,NA,1,1282.14,1717.86
31-Dec-24,DEC,FY_24_without Dura,CMM,CMM,CXBU-SP,13,NA,1,5143.19,23456.81
31-Jan-25,JAN,FY_24,TS,TS4,CXBU-ED,580,NA,6,118287.6,1273712.4
31-Jan-25,JAN,FY_24,TS,TS4,CXBU-SP,218,NA,1,44007.96,43192.04
31-Jan-25,JAN,FY_24,TS,TS4,CXBU-ED,264,NA,2,53578.08,157621.92
31-Jan-25,JAN,FY_24,TS,TS4,ISBD,580,NA,1,116487.6,115512.4
31-Jan-25,JAN,FY_24,TH,TH1,CXBU-ED,115,NA,1,7867.2,16052.8
31-Jan-25,JAN,FY_24,TH,TH1,CXBU-ED,24,NA,1,1926.72,3065.28
31-Jan-25,JAN,FY_24,TH,TH2,CXBU-ED,100,NA,1,6888,13912
31-Jan-25,JAN,FY_24,TH,TH2,ISBD,106,NA,1,7279.68,14768.32
31-Jan-25,JAN,FY_24,TH,TH2,CXBU-ED,114,NA,1,7801.92,15910.08
31-Jan-25,JAN,FY_24,TH,TH2,CXBU-ED,45,NA,1,3297.6,6062.4
31-Jan-25,JAN,FY_24,TH,TH5,ISBD,64,NA,1,4537.92,8774.08
31-Jan-25,JAN,FY_24,TH,TH5,CXBU-ED,42,NA,1,3101.76,5634.24
31-Jan-25,JAN,FY_24,TH,TH5,CXBU-ED,102,NA,1,7018.56,14197.44
31-Jan-25,JAN,FY_24,TH,TH5,ISBD,43,NA,1,3167.04,5776.96
31-Jan-25,JAN,FY_24,TH,TH4,CXBU-ED,200,NA,1,13416,28184
31-Jan-25,JAN,FY_24,TH,TH4,CXBU-ED,62,NA,1,4407.36,8488.64
31-Jan-25,JAN,FY_24,TE,TE1,CXBU-ED,618,NA,1,19431.48,109112.52
31-Jan-25,JAN,FY_24,TE,TE2,PURCHASE,200,NA,1,6532,35068
31-Jan-25,JAN,FY_24,TE,TE3,ISBD,48,NA,1,1841.28,8142.72
31-Jan-25,JAN,FY_24,TE,TE3,ISBD,90,NA,1,3137.4,15582.6
31-Jan-25,JAN,FY_24,TE,TE3,CXBU-ED,114,NA,2,4238.04,43185.96
31-Jan-25,JAN,FY_24,TE,TE4,CXBU-ED,278,NA,1,8939.08,48884.92
31-Jan-25,JAN,FY_24,VI,VI,CXBU-SP,2,NA,1,1323.1,13476.9
31-Jan-25,JAN,FY_24,VI,VI,CXBU-SP,2,NA,1,1323.1,13476.9
31-Jan-25,JAN,FY_24,VI,VI,CXBU-ED,4,NA,1,1926.2,23673.8
31-Jan-25,JAN,FY_24,VI,VI,CXBU-SP,9,NA,1,3433.95,29726.05
31-Jan-25,JAN,FY_24,VI,VI,CXBU-SP,9,NA,1,3433.95,29726.05
31-Jan-25,JAN,FY_24,VI,VI,CXBU-SP,2,NA,1,1323.1,13476.9
31-Jan-25,JAN,FY_24,VI,VI,CXBU-ED,1,NA,1,1021.55,8378.45
31-Jan-25,JAN,FY_24,VI,VI,PMRTH,2,NA,1,1323.1,13476.9
31-Jan-25,JAN,FY_24,VI,VI,CXBU-SP,12,NA,1,4338.6,38541.4
31-Jan-25,JAN,FY_24,VI,VI,CXBU-SP,12,NA,1,4338.6,38541.4
31-Jan-25,JAN,FY_24,VI,VI,CXBU-SP,24,NA,1,7957.2,73802.8
31-Jan-25,JAN,FY_24,CMM,CMM,CXBU-SP,10,NA,1,3956.3,18043.7
31-Jan-25,JAN,FY_24,TENSILE,TENSILE,CXBU-SP,6,NA,1,2564.28,3435.72
31-Jan-25,JAN,FY_24,DURA,DURA_STOP,CXBU-ED,333,400000,1,13960,586040
31-Jan-25,JAN,FY_24_without Dura,TS,TS4,CXBU-ED,580,NA,6,118287.6,1273712.4
31-Jan-25,JAN,FY_24_without Dura,TS,TS4,CXBU-SP,218,NA,1,44007.96,43192.04
31-Jan-25,JAN,FY_24_without Dura,TS,TS4,CXBU-ED,264,NA,2,53578.08,157621.92
31-Jan-25,JAN,FY_24_without Dura,TS,TS4,ISBD,580,NA,1,116487.6,115512.4
31-Jan-25,JAN,FY_24_without Dura,TH,TH1,CXBU-ED,115,NA,1,7867.2,16052.8
31-Jan-25,JAN,FY_24_without Dura,TH,TH1,CXBU-ED,24,NA,1,1926.72,3065.28
31-Jan-25,JAN,FY_24_without Dura,TH,TH2,CXBU-ED,100,NA,1,6888,13912
31-Jan-25,JAN,FY_24_without Dura,TH,TH2,ISBD,106,NA,1,7279.68,14768.32
31-Jan-25,JAN,FY_24_without Dura,TH,TH2,CXBU-ED,114,NA,1,7801.92,15910.08
31-Jan-25,JAN,FY_24_without Dura,TH,TH2,CXBU-ED,45,NA,1,3297.6,6062.4
31-Jan-25,JAN,FY_24_without Dura,TH,TH5,ISBD,64,NA,1,4537.92,8774.08
31-Jan-25,JAN,FY_24_without Dura,TH,TH5,CXBU-ED,42,NA,1,3101.76,5634.24
31-Jan-25,JAN,FY_24_without Dura,TH,TH5,CXBU-ED,102,NA,1,7018.56,14197.44
31-Jan-25,JAN,FY_24_without Dura,TH,TH5,ISBD,43,NA,1,3167.04,5776.96
31-Jan-25,JAN,FY_24_without Dura,TH,TH4,CXBU-ED,200,NA,1,13416,28184
31-Jan-25,JAN,FY_24_without Dura,TH,TH4,CXBU-ED,62,NA,1,4407.36,8488.64
31-Jan-25,JAN,FY_24_without Dura,TE,TE1,CXBU-ED,618,NA,1,19431.48,109112.52
31-Jan-25,JAN,FY_24_without Dura,TE,TE2,PURCHASE,200,NA,1,6532,35068
31-Jan-25,JAN,FY_24_without Dura,TE,TE3,ISBD,48,NA,1,1841.28,8142.72
31-Jan-25,JAN,FY_24_without Dura,TE,TE3,ISBD,90,NA,1,3137.4,15582.6
31-Jan-25,JAN,FY_24_without Dura,TE,TE3,CXBU-ED,114,NA,2,4238.04,43185.96
31-Jan-25,JAN,FY_24_without Dura,TE,TE4,CXBU-ED,278,NA,1,8939.08,48884.92
31-Jan-25,JAN,FY_24_without Dura,VI,VI,CXBU-SP,2,NA,1,1323.1,13476.9
31-Jan-25,JAN,FY_24_without Dura,VI,VI,CXBU-SP,2,NA,1,1323.1,13476.9
31-Jan-25,JAN,FY_24_without Dura,VI,VI,CXBU-ED,4,NA,1,1926.2,23673.8
31-Jan-25,JAN,FY_24_without Dura,VI,VI,CXBU-SP,9,NA,1,3433.95,29726.05
31-Jan-25,JAN,FY_24_without Dura,VI,VI,CXBU-SP,9,NA,1,3433.95,29726.05
31-Jan-25,JAN,FY_24_without Dura,VI,VI,CXBU-SP,2,NA,1,1323.1,13476.9
31-Jan-25,JAN,FY_24_without Dura,VI,VI,CXBU-ED,1,NA,1,1021.55,8378.45
31-Jan-25,JAN,FY_24_without Dura,VI,VI,PMRTH,2,NA,1,1323.1,13476.9
31-Jan-25,JAN,FY_24_without Dura,VI,VI,CXBU-SP,12,NA,1,4338.6,38541.4
31-Jan-25,JAN,FY_24_without Dura,VI,VI,CXBU-SP,12,NA,1,4338.6,38541.4
31-Jan-25,JAN,FY_24_without Dura,VI,VI,CXBU-SP,24,NA,1,7957.2,73802.8
31-Jan-25,JAN,FY_24_without Dura,CMM,CMM,CXBU-SP,10,NA,1,3956.3,18043.7
31-Jan-25,JAN,FY_24_without Dura,TENSILE,TENSILE,CXBU-SP,6,NA,1,2564.28,3435.72
28-Feb-25,FEB,FY_24,TS,TS4,CXBU-ED,652,NA,6,132703.44,1432096.56
28-Feb-25,FEB,FY_24,TS,TS5,ISBD,652,NA,1,130903.44,129896.56
28-Feb-25,FEB,FY_24,TH,TH1,CXBU-ED,54,NA,1,3885.12,7346.88
28-Feb-25,FEB,FY_24,TH,TH1,CXBU-SP,504,NA,1,33261.12,71570.88
28-Feb-25,FEB,FY_24,TH,TH2,CXBU-ED,54,NA,1,3885.12,7346.88
28-Feb-25,FEB,FY_24,TH,TH2,CXBU-ED,378,NA,1,25035.84,53588.16
28-Feb-25,FEB,FY_24,TH,TH4,CXBU-ED,54,NA,1,3885.12,7346.88
28-Feb-25,FEB,FY_24,TH,TH4,CXBU-ED,90,NA,1,6235.2,12484.8
28-Feb-25,FEB,FY_24,TH,TH4,CXBU-ED,252,NA,1,16810.56,35605.44
28-Feb-25,FEB,FY_24,TH,TH4,ISBD,120,NA,1,8193.6,16766.4
28-Feb-25,FEB,FY_24,TH,TH4,CXBU-ED,42,NA,1,3101.76,5634.24
28-Feb-25,FEB,FY_24,TH,TH5,ISBD,78,NA,1,5451.84,10772.16
28-Feb-25,FEB,FY_24,TH,TH5,CXBU-ED,96,NA,1,6626.88,13341.12
28-Feb-25,FEB,FY_24,TH,TH5,CXBU-ED,25,NA,1,1992,3208
28-Feb-25,FEB,FY_24,TH,TH5,CXBU-ED,18,NA,1,1535.04,2208.96
28-Feb-25,FEB,FY_24,TE,TE1,CXBU-SP,26,NA,1,1162.36,4245.64
28-Feb-25,FEB,FY_24,TE,TE1,CXBU-ED,92,NA,1,3199.12,15936.88
28-Feb-25,FEB,FY_24,TE,TE1,CXBU-ED,70,NA,1,2520.2,12039.8
28-Feb-25,FEB,FY_24,TE,TE1,CXBU-SP,24,NA,1,1100.64,3891.36
28-Feb-25,FEB,FY_24,TE,TE1,CXBU-SP,97,NA,1,3353.42,16822.58
28-Feb-25,FEB,FY_24,TE,TE2,PURCHASE,160,NA,1,5297.6,27982.4
28-Feb-25,FEB,FY_24,TE,TE3,CXBU-ED,30,NA,2,1645.8,10834.2
28-Feb-25,FEB,FY_24,TE,TE3,CXBU-ED,90,NA,1,3137.4,15582.6
28-Feb-25,FEB,FY_24,TE,TE3,CXBU-ED,189,NA,1,6192.54,33119.46
28-Feb-25,FEB,FY_24,TE,TE3,CXBU-ED,48,NA,1,1841.28,8142.72
28-Feb-25,FEB,FY_24,TE,TE3,CXBU-ED,48,NA,1,1841.28,8142.72
28-Feb-25,FEB,FY_24,TE,TE3,PURCHASE,72,NA,1,2581.92,12394.08
28-Feb-25,FEB,FY_24,TE,TE4,CXBU-ED,432,NA,1,13691.52,76164.48
28-Feb-25,FEB,FY_24,TE,TE4,CXBU-ED,96,NA,1,3322.56,16645.44
28-Feb-25,FEB,FY_24,VI,VI,CXBU-SP,48,NA,1,15194.4,144325.6
28-Feb-25,FEB,FY_24,VI,VI,CXBU-SP,66,NA,1,20622.3,197217.7
28-Feb-25,FEB,FY_24,VI,VI,CXBU-ED,1,NA,1,1021.55,8378.45
28-Feb-25,FEB,FY_24,VI,VI,CXBU-SP,20,NA,1,6751,62049
28-Feb-25,FEB,FY_24,VI,VI,CXBU-SP,20,NA,1,6751,62049
28-Feb-25,FEB,FY_24,VI,VI,CXBU-SP,20,NA,1,6751,62049
28-Feb-25,FEB,FY_24,VI,VI,CXBU-SP,11,NA,1,4037.05,35602.95
28-Feb-25,FEB,FY_24,VI,VI,CXBU-SP,1,NA,1,1021.55,8378.45
28-Feb-25,FEB,FY_24,VI,VI,CXBU-ED,2,NA,1,1323.1,13476.9
28-Feb-25,FEB,FY_24,VI,VI,CXBU-ED,2,NA,1,1323.1,13476.9
28-Feb-25,FEB,FY_24,VI,VI,CXBU-ED,2,NA,1,1323.1,13476.9
28-Feb-25,FEB,FY_24,VI,VI,CXBU-SP,16,NA,1,5544.8,50295.2
28-Feb-25,FEB,FY_24,CMM,CMM,CXBU-SP,14,NA,1,5538.82,25261.18
28-Feb-25,FEB,FY_24,CMM,CMM,ISBD,2,NA,1,791.26,3608.74
28-Feb-25,FEB,FY_24,DURA,DURA_DOOR,CXBU-ED,42,50000,1,2060,72940
28-Feb-25,FEB,FY_24,DURA,DURA_DOOR,CXBU-ED,33,40000,1,1720,58280
28-Feb-25,FEB,FY_24,DURA,DURA_STOP,CXBU-ED,667,800000,1,27560,1172440
28-Feb-25,FEB,FY_24_without Dura,TS,TS4,CXBU-ED,652,NA,6,132703.44,1432096.56
28-Feb-25,FEB,FY_24_without Dura,TS,TS5,ISBD,652,NA,1,130903.44,129896.56
28-Feb-25,FEB,FY_24_without Dura,TH,TH1,CXBU-ED,54,NA,1,3885.12,7346.88
28-Feb-25,FEB,FY_24_without Dura,TH,TH1,CXBU-SP,504,NA,1,33261.12,71570.88
28-Feb-25,FEB,FY_24_without Dura,TH,TH2,CXBU-ED,54,NA,1,3885.12,7346.88
28-Feb-25,FEB,FY_24_without Dura,TH,TH2,CXBU-ED,378,NA,1,25035.84,53588.16
28-Feb-25,FEB,FY_24_without Dura,TH,TH4,CXBU-ED,54,NA,1,3885.12,7346.88
28-Feb-25,FEB,FY_24_without Dura,TH,TH4,CXBU-ED,90,NA,1,6235.2,12484.8
28-Feb-25,FEB,FY_24_without Dura,TH,TH4,CXBU-ED,252,NA,1,16810.56,35605.44
28-Feb-25,FEB,FY_24_without Dura,TH,TH4,ISBD,120,NA,1,8193.6,16766.4
28-Feb-25,FEB,FY_24_without Dura,TH,TH4,CXBU-ED,42,NA,1,3101.76,5634.24
28-Feb-25,FEB,FY_24_without Dura,TH,TH5,ISBD,78,NA,1,5451.84,10772.16
28-Feb-25,FEB,FY_24_without Dura,TH,TH5,CXBU-ED,96,NA,1,6626.88,13341.12
28-Feb-25,FEB,FY_24_without Dura,TH,TH5,CXBU-ED,25,NA,1,1992,3208
28-Feb-25,FEB,FY_24_without Dura,TH,TH5,CXBU-ED,18,NA,1,1535.04,2208.96
28-Feb-25,FEB,FY_24_without Dura,TE,TE1,CXBU-SP,26,NA,1,1162.36,4245.64
28-Feb-25,FEB,FY_24_without Dura,TE,TE1,CXBU-ED,92,NA,1,3199.12,15936.88
28-Feb-25,FEB,FY_24_without Dura,TE,TE1,CXBU-ED,70,NA,1,2520.2,12039.8
28-Feb-25,FEB,FY_24_without Dura,TE,TE1,CXBU-SP,24,NA,1,1100.64,3891.36
28-Feb-25,FEB,FY_24_without Dura,TE,TE1,CXBU-SP,97,NA,1,3353.42,16822.58
28-Feb-25,FEB,FY_24_without Dura,TE,TE2,PURCHASE,160,NA,1,5297.6,27982.4
28-Feb-25,FEB,FY_24_without Dura,TE,TE3,CXBU-ED,30,NA,2,1645.8,10834.2
28-Feb-25,FEB,FY_24_without Dura,TE,TE3,CXBU-ED,90,NA,1,3137.4,15582.6
28-Feb-25,FEB,FY_24_without Dura,TE,TE3,CXBU-ED,189,NA,1,6192.54,33119.46
28-Feb-25,FEB,FY_24_without Dura,TE,TE3,CXBU-ED,48,NA,1,1841.28,8142.72
28-Feb-25,FEB,FY_24_without Dura,TE,TE3,CXBU-ED,48,NA,1,1841.28,8142.72
28-Feb-25,FEB,FY_24_without Dura,TE,TE3,PURCHASE,72,NA,1,2581.92,12394.08
28-Feb-25,FEB,FY_24_without Dura,TE,TE4,CXBU-ED,432,NA,1,13691.52,76164.48
28-Feb-25,FEB,FY_24_without Dura,TE,TE4,CXBU-ED,96,NA,1,3322.56,16645.44
28-Feb-25,FEB,FY_24_without Dura,VI,VI,CXBU-SP,48,NA,1,15194.4,144325.6
28-Feb-25,FEB,FY_24_without Dura,VI,VI,CXBU-SP,66,NA,1,20622.3,197217.7
28-Feb-25,FEB,FY_24_without Dura,VI,VI,CXBU-ED,1,NA,1,1021.55,8378.45
28-Feb-25,FEB,FY_24_without Dura,VI,VI,CXBU-SP,20,NA,1,6751,62049
28-Feb-25,FEB,FY_24_without Dura,VI,VI,CXBU-SP,20,NA,1,6751,62049
28-Feb-25,FEB,FY_24_without Dura,VI,VI,CXBU-SP,20,NA,1,6751,62049
28-Feb-25,FEB,FY_24_without Dura,VI,VI,CXBU-SP,11,NA,1,4037.05,35602.95
28-Feb-25,FEB,FY_24_without Dura,VI,VI,CXBU-SP,1,NA,1,1021.55,8378.45
28-Feb-25,FEB,FY_24_without Dura,VI,VI,CXBU-ED,2,NA,1,1323.1,13476.9
28-Feb-25,FEB,FY_24_without Dura,VI,VI,CXBU-ED,2,NA,1,1323.1,13476.9
28-Feb-25,FEB,FY_24_without Dura,VI,VI,CXBU-ED,2,NA,1,1323.1,13476.9
28-Feb-25,FEB,FY_24_without Dura,VI,VI,CXBU-SP,16,NA,1,5544.8,50295.2
28-Feb-25,FEB,FY_24_without Dura,CMM,CMM,CXBU-SP,14,NA,1,5538.82,25261.18
28-Feb-25,FEB,FY_24_without Dura,CMM,CMM,ISBD,2,NA,1,791.26,3608.74
31-Mar-25,MAR,FY_24,TS,TS4,CXBU-ED,744,NA,6,151123.68,1634476.32
31-Mar-25,MAR,FY_24,TS,TS5,ISBD,714,NA,1,143317.08,142282.92
31-Mar-25,MAR,FY_24,TS,TS5,CXBU-SP,714,NA,1,143317.08,142282.92
31-Mar-25,MAR,FY_24,TH,TH1,CXBU-SP,6,NA,1,751.68,496.32
31-Mar-25,MAR,FY_24,TH,TH1,CXBU-SP,96,NA,1,6626.88,13341.12
31-Mar-25,MAR,FY_24,TH,TH1,CXBU-SP,498,NA,1,32869.44,70714.56
31-Mar-25,MAR,FY_24,TH,TH2,CXBU-ED,80,NA,1,5582.4,11057.6
31-Mar-25,MAR,FY_24,TH,TH2,CXBU-ED,192,NA,1,12893.76,27042.24
31-Mar-25,MAR,FY_24,TH,TH2,CXBU-ED,192,NA,1,12893.76,27042.24
31-Mar-25,MAR,FY_24,TH,TH4,CXBU-ED,318,NA,1,21119.04,45024.96
31-Mar-25,MAR,FY_24,TH,TH4,CXBU-ED,192,NA,1,12893.76,27042.24
31-Mar-25,MAR,FY_24,TH,TH5,CXBU-ED,72,NA,1,5060.16,9915.84
31-Mar-25,MAR,FY_24,TH,TH5,CXBU-ED,273,NA,1,18181.44,38602.56
31-Mar-25,MAR,FY_24,TE,TE1,CXBU-SP,6,NA,1,545.16,702.84
31-Mar-25,MAR,FY_24,TE,TE1,CXBU-SP,24,NA,1,1100.64,3891.36
31-Mar-25,MAR,FY_24,TE,TE1,CXBU-ED,24,NA,1,1100.64,3891.36
31-Mar-25,MAR,FY_24,TE,TE1,CXBU-SP,3,NA,1,452.58,171.42
31-Mar-25,MAR,FY_24,TE,TE2,PURCHASE,248,NA,1,8013.28,43570.72
31-Mar-25,MAR,FY_24,TE,TE3,ISBD,160,NA,1,5297.6,27982.4
31-Mar-25,MAR,FY_24,TE,TE3,CXBU-SP,300,NA,1,9618,52782
31-Mar-25,MAR,FY_24,TE,TE4,ISBD,111,NA,1,3785.46,19302.54
31-Mar-25,MAR,FY_24,TE,TE4,CXBU-ED,96,NA,1,3322.56,16645.44
31-Mar-25,MAR,FY_24,VI,VI,CXBU-SP,24,NA,1,7957.2,73802.8
31-Mar-25,MAR,FY_24,VI,VI,CXBU-SP,24,NA,1,7957.2,73802.8
31-Mar-25,MAR,FY_24,VI,VI,CXBU-SP,54,NA,1,17003.7,161956.3
31-Mar-25,MAR,FY_24,VI,VI,CXBU-SP,36,NA,1,11575.8,109064.2
31-Mar-25,MAR,FY_24,VI,VI,CXBU-SP,2,NA,1,1323.1,13476.9
31-Mar-25,MAR,FY_24,VI,VI,ISBD,2,NA,1,1323.1,13476.9
31-Mar-25,MAR,FY_24,VI,VI,CXBU-SP,3,NA,1,1624.65,18575.35
31-Mar-25,MAR,FY_24,VI,VI,CXBU-SP,39,NA,1,12480.45,117879.55
31-Mar-25,MAR,FY_24,VI,VI,CXBU-SP,9,NA,1,3433.95,29726.05
31-Mar-25,MAR,FY_24,DURA,DURA_TURN,CXBU-ED,167,200000,1,7160,292840
31-Mar-25,MAR,FY_24,DURA,DURA_DIM,CXBU-ED,83,100000,1,3760,146240
31-Mar-25,MAR,FY_24,DURA,DURA_LIGHT,CXBU-ED,167,200000,1,7160,292840
31-Mar-25,MAR,FY_24,DURA,DURA_STOP,CXBU-ED,208,250000,1,8860,366140
31-Mar-25,MAR,FY_24,DURA,DURA_STOP,CXBU-ED,21,25000,1,1210,36290
31-Mar-25,MAR,FY_24,DURA,DURA_DOOR,CXBU-ED,25,30000,1,1380,43620
31-Mar-25,MAR,FY_24_without Dura,TS,TS4,CXBU-ED,744,NA,6,151123.68,1634476.32
31-Mar-25,MAR,FY_24_without Dura,TS,TS5,ISBD,714,NA,1,143317.08,142282.92
31-Mar-25,MAR,FY_24_without Dura,TS,TS5,CXBU-SP,714,NA,1,143317.08,142282.92
31-Mar-25,MAR,FY_24_without Dura,TH,TH1,CXBU-SP,6,NA,1,751.68,496.32
31-Mar-25,MAR,FY_24_without Dura,TH,TH1,CXBU-SP,96,NA,1,6626.88,13341.12
31-Mar-25,MAR,FY_24_without Dura,TH,TH1,CXBU-SP,498,NA,1,32869.44,70714.56
31-Mar-25,MAR,FY_24_without Dura,TH,TH2,CXBU-ED,80,NA,1,5582.4,11057.6
31-Mar-25,MAR,FY_24_without Dura,TH,TH2,CXBU-ED,192,NA,1,12893.76,27042.24
31-Mar-25,MAR,FY_24_without Dura,TH,TH2,CXBU-ED,192,NA,1,12893.76,27042.24
31-Mar-25,MAR,FY_24_without Dura,TH,TH4,CXBU-ED,318,NA,1,21119.04,45024.96
31-Mar-25,MAR,FY_24_without Dura,TH,TH4,CXBU-ED,192,NA,1,12893.76,27042.24
31-Mar-25,MAR,FY_24_without Dura,TH,TH5,CXBU-ED,72,NA,1,5060.16,9915.84
31-Mar-25,MAR,FY_24_without Dura,TH,TH5,CXBU-ED,273,NA,1,18181.44,38602.56
31-Mar-25,MAR,FY_24_without Dura,TE,TE1,CXBU-SP,6,NA,1,545.16,702.84
31-Mar-25,MAR,FY_24_without Dura,TE,TE1,CXBU-SP,24,NA,1,1100.64,3891.36
31-Mar-25,MAR,FY_24_without Dura,TE,TE1,CXBU-ED,24,NA,1,1100.64,3891.36
31-Mar-25,MAR,FY_24_without Dura,TE,TE1,CXBU-SP,3,NA,1,452.58,171.42
31-Mar-25,MAR,FY_24_without Dura,TE,TE2,PURCHASE,248,NA,1,8013.28,43570.72
31-Mar-25,MAR,FY_24_without Dura,TE,TE3,ISBD,160,NA,1,5297.6,27982.4
31-Mar-25,MAR,FY_24_without Dura,TE,TE3,CXBU-SP,300,NA,1,9618,52782
31-Mar-25,MAR,FY_24_without Dura,TE,TE4,ISBD,111,NA,1,3785.46,19302.54
31-Mar-25,MAR,FY_24_without Dura,TE,TE4,CXBU-ED,96,NA,1,3322.56,16645.44
31-Mar-25,MAR,FY_24_without Dura,VI,VI,CXBU-SP,24,NA,1,7957.2,73802.8
31-Mar-25,MAR,FY_24_without Dura,VI,VI,CXBU-SP,24,NA,1,7957.2,73802.8
31-Mar-25,MAR,FY_24_without Dura,VI,VI,CXBU-SP,54,NA,1,17003.7,161956.3
31-Mar-25,MAR,FY_24_without Dura,VI,VI,CXBU-SP,36,NA,1,11575.8,109064.2
31-Mar-25,MAR,FY_24_without Dura,VI,VI,CXBU-SP,2,NA,1,1323.1,13476.9
31-Mar-25,MAR,FY_24_without Dura,VI,VI,ISBD,2,NA,1,1323.1,13476.9
31-Mar-25,MAR,FY_24_without Dura,VI,VI,CXBU-SP,3,NA,1,1624.65,18575.35
31-Mar-25,MAR,FY_24_without Dura,VI,VI,CXBU-SP,39,NA,1,12480.45,117879.55
31-Mar-25,MAR,FY_24_without Dura,VI,VI,CXBU-SP,9,NA,1,3433.95,29726.05
30-Apr-25,APR,FY_25,TS,TS4,CXBU-ED,558,NA,4,113162.76,779637.24
30-Apr-25,APR,FY_25,TS,TS4,CXBU-ED,324,NA,2,65591.28,193608.72
30-Apr-25,APR,FY_25,TS,TS5,ISBD,558,NA,1,112082.76,111117.24
30-Apr-25,APR,FY_25,TS,TS5,ISBD,324,NA,1,65231.28,64368.72
30-Apr-25,APR,FY_25,TH,TH1,SSBU,177,NA,1,11914.56,24901.44
30-Apr-25,APR,FY_25,TH,TH2,CXBU-ED,82,NA,1,5712.96,11343.04
30-Apr-25,APR,FY_25,TH,TH2,CXBU-ED,84,NA,1,5843.52,11628.48
30-Apr-25,APR,FY_25,TH,TH2,CXBU-ED,182,NA,1,12240.96,25615.04
30-Apr-25,APR,FY_25,TH,TH2,CXBU-ED,168,NA,1,11327.04,23616.96
30-Apr-25,APR,FY_25,TH,TH5,CXBU-ED,96,NA,1,6626.88,13341.12
30-Apr-25,APR,FY_25,TH,TH5,CXBU-SP,350,NA,1,23208,49592
30-Apr-25,APR,FY_25,TH,TH4,CXBU-ED,30,NA,1,2318.4,3921.6
30-Apr-25,APR,FY_25,TH,TH4,CXBU-ED,72,NA,1,5060.16,9915.84
30-Apr-25,APR,FY_25,TH,TH4,CXBU-SP,143,NA,1,9695.04,20048.96
30-Apr-25,APR,FY_25,TE,TE1,CXBU-ED,278,NA,1,8939.08,48884.92
30-Apr-25,APR,FY_25,TE,TE2,PURCHASE,10,NA,1,668.6,1411.4
30-Apr-25,APR,FY_25,TE,TE3,PURCHASE,146,NA,1,4865.56,25502.44
30-Apr-25,APR,FY_25,TE,TE4,CXBU-ED,320,NA,1,10235.2,56324.8
30-Apr-25,APR,FY_25,VI,VI,CXBU-SP,9,NA,1,3433.95,29726.05
30-Apr-25,APR,FY_25,VI,VI,CXBU-SP,4,NA,1,1926.2,23673.8
30-Apr-25,APR,FY_25,VI,VI,SSBU,2,NA,1,1323.1,13476.9
30-Apr-25,APR,FY_25,CMM,CMM,CXBU-SP,1,NA,1,395.63,1804.37
